DistrictId,WardId,StreetId,Size,Rooms,Toilets,Floors,Type,FurnishingSell,Characteristics,Urgent,Price
9,105,926,91.0,3,0,0,"Nhà mặt phố, mặt tiền",,,0,14500000000.0
14,169,1623,76.0,3,0,0,"Nhà ngõ, hẻm",,,0,4850000000.0
16,203,1950,64.1,4,5,3,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,8580000000.0
8,87,800,24.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,2600000000.0
13,158,1430,65.0,2,1,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,4580000000.0
19,250,2482,27.0,2,0,0,"Nhà ngõ, hẻm",,,0,1450000000.0
13,158,1433,17.0,3,2,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,2000000000.0
12,147,1269,60.0,4,5,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,5960000000.0
14,168,1585,130.0,7,6,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6500000000.0
20,259,2533,70.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,2300000000.0
14,171,1656,54.0,7,6,5,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6500000000.0
4,43,376,68.5,4,0,0,"Nhà ngõ, hẻm",,Nhà nở hậu,0,7199000000.0
14,172,1669,60.0,3,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,5500000000.0
4,43,377,20.0,2,3,5,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Nhà nở hậu,0,3500000000.0
4,39,355,26.0,2,2,0,"Nhà ngõ, hẻm",,Nhà nở hậu,0,2600000000.0
17,214,2038,45.7,4,4,2,Nhà phố liền kề,Nội thất đầy đủ,,0,2550000000.0
14,169,1618,48.5,2,2,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,3000000000.0
14,171,1659,44.0,2,2,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",1,3800000000.0
19,250,2478,48.0,2,0,0,"Nhà ngõ, hẻm",,,0,5100000000.0
18,235,2214,21.0,2,2,2,"Nhà ngõ, hẻm",,Nhà nở hậu,0,1631000000.0
24,313,2760,27.0,3,3,3,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,2600000000.0
18,234,2208,59.0,4,0,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,10190000000.0
4,41,370,30.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,3300000000.0
14,166,1536,78.0,4,3,3,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,9380000000.0
4,42,373,29.0,3,2,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,4099999999.9999995
19,248,2424,101.0,5,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,8100000000.0
18,234,2211,80.0,4,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,8790000000.0
19,250,2475,60.0,4,4,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,7900000000.0
18,227,2136,50.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,12490000000.0
14,170,1647,70.0,4,0,3,Nhà biệt thự,Nội thất đầy đủ,Hẻm xe hơi,0,5000000000.0
18,225,2123,68.0,8,6,6,"Nhà mặt phố, mặt tiền",,,0,14600000000.0
14,173,1695,80.0,5,5,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,10800000000.0
14,171,1653,52.0,4,3,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,4580000000.0
6,64,506,60.0,2,0,0,"Nhà ngõ, hẻm",,,0,7800000000.0
6,69,549,76.0,6,0,0,"Nhà mặt phố, mặt tiền",,,0,12500000000.0
8,98,879,52.0,4,2,0,"Nhà mặt phố, mặt tiền",,,0,4500000000.0
12,151,1314,38.0,2,0,0,"Nhà ngõ, hẻm",,,1,1650000000.0
19,246,2389,36.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,3700000000.0
12,148,12921,40.0,2,0,0,"Nhà ngõ, hẻm",,,0,2350000000.0
8,87,800,110.0,4,3,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Nhà nở hậu,0,7600000000.0
19,245,2375,80.0,1,1,1,"Nhà ngõ, hẻm",Bàn giao thô,"Hẻm xe hơi,Nhà nở hậu,Nhà nát",0,5650000000.0
12,151,1314,60.0,5,0,0,"Nhà ngõ, hẻm",,,0,6600000000.0
7,79,681,52.0,4,4,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,4700000000.0
14,168,1568,65.0,3,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",0,3790000000.0
7,81,725,72.0,3,4,0,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,6800000000.0
16,206,1975,87.0,4,0,0,"Nhà ngõ, hẻm",,,0,6900000000.0
17,223,2107,49.0,6,6,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Nhà nở hậu,0,6800000000.0
11,129,1139,40.0,3,2,2,"Nhà ngõ, hẻm",,,0,4680000000.0
14,172,1670,85.0,4,5,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",0,5000000000.0
9,106,934,95.0,3,0,0,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6000000000.0
18,233,2205,15.0,2,2,2,"Nhà ngõ, hẻm",,Nhà nở hậu,0,1595000000.0
14,172,1670,80.0,4,5,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5800000000.0
8,92,844,52.0,4,0,0,"Nhà ngõ, hẻm",,Nhà nát,0,4000000000.0
23,305,2725,10.0,2,1,0,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,285000000.0
18,225,2126,81.0,5,6,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,7500000000.0
18,225,2123,58.0,3,3,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5600000000.0
14,166,1527,80.0,4,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,5500000000.0
15,189,1836,36.0,3,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,7290000000.0
15,177,1759,14.0,2,1,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3100000000.0
16,208,1990,64.0,4,5,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,6900000000.0
9,111,1002,60.0,4,3,4,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,4900000000.0
14,168,1584,62.0,5,0,0,"Nhà ngõ, hẻm",,,0,7150000000.0
19,245,2368,63.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,4750000000.0
14,170,1626,93.0,3,4,4,"Nhà mặt phố, mặt tiền",,,0,14200000000.0
15,177,1759,38.0,4,0,4,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,6950000000.0
10,118,1055,31.1,3,4,5,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,7000000000.0
15,182,1797,33.0,5,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4950000000.0
11,131,1155,25.0,2,1,0,"Nhà ngõ, hẻm",,Nhà nở hậu,0,2200000000.0
15,193,1864,15.0,1,1,2,"Nhà ngõ, hẻm",,,0,680000000.0
16,208,1989,56.0,5,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,6800000000.0
16,199,1903,58.5,4,4,5,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,7000000000.0
16,198,1895,60.0,3,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,8900000000.0
12,147,1271,58.0,4,3,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,4750000000.0
13,160,1464,43.0,1,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3300000000.0
19,247,2418,21.0,2,1,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,2400000000.0
18,237,2243,76.5,5,4,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,9600000000.0
8,98,875,48.0,4,3,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5600000000.0
23,297,2674,40.0,2,0,0,"Nhà ngõ, hẻm",,,0,1250000000.0
7,73,576,93.0,5,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",1,5600000000.0
14,169,1615,17.0,2,0,0,"Nhà ngõ, hẻm",,,0,2029000000.0
12,153,1354,40.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,1150000000.0
17,217,2058,10.0,3,3,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,1210000000.0
24,311,2750,91.0,5,0,0,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,9700000000.0
8,84,740,88.0,4,4,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8000000000.0
7,81,717,16.8,1,1,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,830000000.0
16,204,1955,10.4,2,2,2,"Nhà ngõ, hẻm",,,0,820000000.0
16,204,1955,21.0,2,1,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,2500000000.0
16,205,1966,45.0,2,2,2,"Nhà ngõ, hẻm",Bàn giao thô,,0,3980000000.0
15,178,1761,69.0,6,5,0,"Nhà mặt phố, mặt tiền",,"Hẻm xe hơi,Nhà nở hậu",0,8350000000.0
15,195,1870,45.0,3,3,0,"Nhà mặt phố, mặt tiền",,Nhà nở hậu,0,5450000000.0
16,205,1965,48.0,4,0,0,"Nhà mặt phố, mặt tiền",,,0,9200000000.0
15,183,1799,56.0,3,2,0,"Nhà ngõ, hẻm",,,0,7500000000.0
17,217,2060,39.0,4,5,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,7300000000.0
15,182,1793,28.4,2,2,0,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,4820000000.0
15,179,1771,36.0,5,4,0,"Nhà ngõ, hẻm",Nội thất cao cấp,Nhà nở hậu,0,5950000000.0
20,262,2548,100.0,3,2,1,"Nhà ngõ, hẻm",Bàn giao thô,Hẻm xe hơi,0,1495000000.0
15,178,1770,40.0,4,3,3,"Nhà ngõ, hẻm",,,0,7500000000.0
8,98,875,87.0,4,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4850000000.0
16,201,1927,42.0,2,0,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4250000000.0
23,297,2674,48.0,2,0,0,"Nhà ngõ, hẻm",,,0,1850000000.0
14,169,1618,46.0,5,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,6200000000.0
8,89,829,20.0,1,0,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,900000000.0
16,206,1971,40.0,3,3,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hiện trạng khác,0,4970000000.0
16,205,1965,42.0,3,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hiện trạng khác,1,4450000000.0
16,205,1965,35.0,3,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hiện trạng khác,0,4150000000.0000005
16,205,1963,80.0,4,0,0,"Nhà ngõ, hẻm",,,0,6680000000.0
7,76,615,40.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,3800000000.0
14,169,1622,48.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Nhà nở hậu,0,3900000000.0
20,253,2491,80.0,4,2,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,2100000000.0
16,208,1989,56.0,5,4,4,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,1,6750000000.0
13,159,1455,113.0,3,3,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,13000000000.0
7,81,720,101.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6600000000.0
7,74,587,58.0,3,3,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,5200000000.0
7,74,587,50.0,3,3,2,Nhà phố liền kề,Nội thất cao cấp,,0,5200000000.0
14,166,1527,40.0,3,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3200000000.0
10,116,1040,20.0,5,6,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,4570000000.0
3,22,265,20.0,4,4,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,1,3890000000.0
23,297,2674,56.0,2,1,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,2800000000.0
16,206,1968,46.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,4000000000.0
14,167,1565,54.0,2,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,5600000000.0
18,235,2215,68.0,4,5,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,6990000000.0
17,212,2022,29.0,4,3,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,9500000000.0
18,225,2120,64.0,5,6,4,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",1,8000000000.0
19,246,2400,35.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3700000000.0
14,167,1548,27.0,1,1,2,"Nhà ngõ, hẻm",,,0,3350000000.0
11,128,1132,56.0,3,4,2,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,3580000000.0
1,10,112,48.0,3,4,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,5180000000.0
19,247,2422,56.0,4,3,0,"Nhà ngõ, hẻm",,,0,5000000000.0
17,222,2104,81.0,5,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,9500000000.0
18,235,2221,18.7,1,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Nhà nở hậu,0,1990000000.0
3,26,308,48.0,5,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,5000000000.0
3,31,323,21.5,1,1,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",0,3900000000.0
14,172,1671,55.0,6,6,5,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,6450000000.0
3,25,281,25.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,6000000000.0
18,227,2133,79.2,2,1,0,"Nhà ngõ, hẻm",Bàn giao thô,Hẻm xe hơi,0,10800000000.0
7,74,587,60.0,1,1,2,"Nhà ngõ, hẻm",,Nhà nở hậu,1,2300000000.0
19,244,2352,51.0,3,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,6000000000.0
18,237,2253,64.0,8,6,5,"Nhà mặt phố, mặt tiền",,,0,8800000000.0
18,227,2139,55.5,3,3,0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,0,13500000000.0
19,248,2448,68.0,4,0,0,"Nhà mặt phố, mặt tiền",,,0,12500000000.0
16,206,1971,48.0,3,3,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,5350000000.0
16,197,1889,36.0,3,3,3,"Nhà ngõ, hẻm",,,0,3900000000.0
16,197,1884,66.0,6,6,5,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,10500000000.0
16,197,1891,67.0,8,6,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,12990000000.0
15,182,1793,35.0,2,2,2,"Nhà ngõ, hẻm",,,0,3250000000.0
19,243,2338,64.0,3,0,0,"Nhà ngõ, hẻm",,,0,5800000000.0
19,248,2443,88.0,2,0,0,"Nhà mặt phố, mặt tiền",,,0,12650000000.0
18,235,2221,100.0,4,4,0,"Nhà ngõ, hẻm",,,0,15400000000.0
18,239,2278,80.0,4,4,0,"Nhà mặt phố, mặt tiền",,,0,10200000000.0
14,172,1670,80.0,3,3,1,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6250000000.0
11,137,1198,60.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,7990000000.0
14,169,1608,48.0,4,3,0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,5600000000.0
19,249,2457,70.0,4,4,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",1,4900000000.0
16,204,1955,32.0,3,3,0,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,3790000000.0
4,34,334,32.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,2400000000.0
12,147,1269,58.0,4,4,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,5900000000.0
16,202,1934,27.0,2,2,0,"Nhà ngõ, hẻm",,,1,3550000000.0
12,148,1281,79.0,5,5,5,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6399000000.0
12,147,1271,65.0,4,3,0,"Nhà mặt phố, mặt tiền",,,0,4179999999.9999995
15,181,1786,47.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8199999999.999999
14,169,1618,40.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,3850000000.0
16,205,1965,60.0,4,5,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,7950000000.0
16,204,1955,29.0,3,3,2,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,3790000000.0
14,171,1658,94.5,3,2,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,5600000000.0
19,248,2446,64.0,4,0,0,"Nhà mặt phố, mặt tiền",,,0,7500000000.0
15,186,1820,84.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Nhà nở hậu,Hẻm xe hơi",1,5150000000.0
15,184,1810,66.0,4,4,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,8750000000.0
17,222,2103,112.0,6,6,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,12500000000.0
13,165,1516,94.0,3,4,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,7700000000.0
15,184,1805,100.0,1,1,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,9900000000.0
19,246,2406,100.0,10,6,6,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,12900000000.0
19,246,2390,80.0,10,6,5,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,9900000000.0
14,171,1664,44.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3400000000.0
12,147,1272,99.3,4,4,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5680000000.0
14,170,1648,48.0,1,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,3600000000.0
17,217,2061,70.0,8,6,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Nhà nở hậu,Hẻm xe hơi",1,6490000000.0
9,103,910,130.0,4,0,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,6000000000.0
16,205,1966,95.0,5,5,4,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,10500000000.0
10,125,1109,43.0,6,6,5,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,12200000000.0
16,205,1965,57.0,4,5,4,"Nhà ngõ, hẻm",,,0,6500000000.0
16,211,2016,60.7,4,4,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,1,3650000000.0
14,170,1648,40.0,1,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,3350000000.0
16,211,2017,35.0,2,0,0,"Nhà ngõ, hẻm",,,0,3000000000.0
12,151,1314,60.0,2,0,0,"Nhà ngõ, hẻm",,,0,3100000000.0
16,199,1898,55.0,2,3,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6500000000.0
15,187,1824,52.0,5,5,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,6590000000.0
14,170,1639,120.0,3,3,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,6565000000.0
14,170,1639,80.0,5,5,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6899000000.0
1,3,38,40.0,4,4,0,"Nhà ngõ, hẻm",,,0,6500000000.0
19,246,2400,35.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3000000000.0
10,116,1036,63.0,4,3,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,3850000000.0
18,233,2205,26.0,2,0,0,"Nhà ngõ, hẻm",,,0,2700000000.0
6,71,564,60.0,1,1,1,"Nhà mặt phố, mặt tiền",,,0,9200000000.0
15,179,1776,60.0,5,3,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",1,6290000000.0
6,69,548,50.0,4,3,4,"Nhà mặt phố, mặt tiền",,,0,12500000000.0
14,169,1593,47.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4280000000.0000005
15,189,1836,60.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",1,5490000000.0
6,72,567,113.0,3,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nát",0,4900000000.0
1,5,52,55.0,3,4,4,"Nhà ngõ, hẻm",,,1,12800000000.0
3,31,323,58.0,5,6,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,13200000000.0
19,249,2456,62.0,10,0,3,"Nhà mặt phố, mặt tiền",,,0,5000000000.0
9,106,940,67.0,2,1,2,"Nhà ngõ, hẻm",,,0,4080000000.0
9,107,956,42.0,4,3,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4990000000.0
14,169,1618,56.0,5,5,5,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,5000000000.0
15,182,1792,55.2,3,3,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,3250000000.0
10,117,1044,39.7,6,4,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,10000000000.0
16,197,1883,38.5,2,3,33,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,4200000000.0
8,86,765,74.0,3,2,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",1,6799000000.0
18,225,2123,115.0,6,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8490000000.0
12,143,1227,90.0,4,4,0,"Nhà ngõ, hẻm",,,0,5700000000.0
18,234,2212,40.0,4,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hiện trạng khác,0,7900000000.0
10,125,1108,75.0,3,0,0,Nhà phố liền kề,,,0,11000000000.0
18,225,2123,50.0,3,0,5,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Nhà nở hậu,Hẻm xe hơi",0,6300000000.0
9,104,924,90.0,4,4,3,Nhà phố liền kề,,,1,8600000000.0
16,211,2013,30.1,2,1,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,3380000000.0
14,169,1618,45.0,4,3,3,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,4000000000.0
19,243,2351,56.4,3,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,3550000000.0
10,113,1018,30.0,3,3,3,"Nhà ngõ, hẻm",,,0,6500000000.0
14,169,1621,52.0,4,3,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,1,5450000000.0
19,246,2382,74.0,3,0,0,"Nhà mặt phố, mặt tiền",,"Nhà nở hậu,Hẻm xe hơi",0,6900000000.0
19,246,2407,88.0,5,5,1,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,0,7800000000.0
11,136,1188,10.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,1250000000.0
14,173,1695,80.0,4,5,3,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,11000000000.0
19,243,2351,58.0,4,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6000000000.0
19,243,2343,48.0,4,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,5100000000.0
14,169,1618,48.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,4000000000.0
12,153,1363,58.0,4,5,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4830000000.0
1,10,113,20.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3050000000.0
18,235,2220,50.0,7,5,5,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,6500000000.0
16,207,1979,60.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5400000000.0
8,86,777,24.0,1,0,1,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,Hẻm xe hơi,0,4200000000.0
12,146,1259,56.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,3100000000.0
19,246,2404,105.0,5,4,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,10800000000.0
6,70,553,48.0,4,4,4,"Nhà mặt phố, mặt tiền",,,0,10800000000.0
14,169,1590,45.0,4,0,0,"Nhà mặt phố, mặt tiền",,"Hẻm xe hơi,Nhà nở hậu",0,4800000000.0
16,210,2009,50.0,4,3,0,Nhà phố liền kề,Nội thất đầy đủ,Hẻm xe hơi,1,2500000000.0
24,310,2749,60.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3500000000.0
12,147,1267,42.0,2,2,1,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,1,3150000000.0
13,165,1520,60.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3700000000.0
12,148,1292,88.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4000000000.0
17,216,2048,56.0,6,5,5,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,10500000000.0
16,206,1969,19.0,2,2,2,"Nhà ngõ, hẻm",,,0,2400000000.0
12,153,1359,125.0,4,5,4,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,5100000000.0
16,210,2004,48.0,4,4,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,5800000000.0
