price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
"2,23 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","41,30 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,54 m²,
"2,92 tỷ","- 34,29 triệu/m²","34,29 triệu/m²",3 phòng,2 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,,,
"2,48 tỷ","Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","35,43 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,70 m²,
"2,13 tỷ","Đường Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","36,10 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,59 m²,
3 tỷ,"Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","35,25 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất đầy đủ,85 m²,
6 tỷ,"Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",125 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,48 m²,
"2,10 tỷ","Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","24,71 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,85 m²,
8 tỷ,"Đường số 6, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","129,03 triệu/m²",6 phòng,6 phòng,,Chưa bàn giao,,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,62 m²,
"2,95 tỷ","- 35,98 triệu/m²","35,98 triệu/m²",3 phòng,2 phòng,Bắc,Đã bàn giao,Nam,,Chung cư,,,
"2,15 tỷ","Đường Lý Thường Kiệt, Phường 7, Quận 11, Tp Hồ Chí Minh",43 triệu/m²,2 phòng,,,Đã bàn giao,,Đang chờ sổ,Chung cư,Hoàn thiện cơ bản,50 m²,
"2,20 tỷ","119, Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","26,51 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,83 m²,
"7,40 tỷ","Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",100 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,74 m²,
"1,78 tỷ","102, Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","32,36 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,55 m²,
"3,50 tỷ","239 – 241 – 278 , Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","38,46 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Chung cư,,91 m²,
"2,85 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","45,24 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,63 m²,
"2,40 tỷ","- 35,29 triệu/m²","35,29 triệu/m²",2 phòng,2 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,,,
"1,55 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","39,74 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,39 m²,
"3,10 tỷ","- 33,33 triệu/m²","33,33 triệu/m²",3 phòng,2 phòng,Nam,Chưa bàn giao,Tây,Hợp đồng mua bán,Chung cư,,,
"2,57 tỷ","KDC Phong Phú 4, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","42,13 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,61 m²,
"2,67 tỷ","- 38,70 triệu/m²","38,70 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Đang chờ sổ,Chung cư,,,
"1,80 tỷ","- 52,94 triệu/m²","52,94 triệu/m²",1 phòng,1 phòng,Tây Nam,Đã bàn giao,Đông Bắc,,,,,
"2,40 tỷ","239 – 241 – 278 , Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","45,28 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Chung cư,,53 m²,
"1,85 tỷ","Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","31,90 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,58 m²,
12 tỷ,"117, Đường Nguyễn Đình Chiểu, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",120 triệu/m²,2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,,
3 tỷ,"- 35,49 triệu/m²","35,49 triệu/m²",3 phòng,2 phòng,Nam,Chưa bàn giao,Đông,,,,,
"5,10 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","48,57 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Chung cư,Nội thất đầy đủ,105 m²,
"5,10 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","48,57 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Chung cư,Nội thất đầy đủ,105 m²,
"2,50 tỷ","D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","35,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,70 m²,
"1,93 tỷ","Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","29,69 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,65 m²,
"2,08 tỷ","- 34,67 triệu/m²","34,67 triệu/m²",2 phòng,2 phòng,Đông,Đã bàn giao,Tây Bắc,,,,,
"2,61 tỷ","37, Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","35,27 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,74 m²,
"1,85 tỷ","192, An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh","29,84 triệu/m²",2 phòng,1 phòng,,Chưa bàn giao,Tây,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,,
"2,85 tỷ","239 – 241 – 278 , Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","43,85 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,65 m²,
"1,50 tỷ","- 32,61 triệu/m²","32,61 triệu/m²",1 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,,,,,
"2,30 tỷ","Đồng Văn Cống, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","31,51 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,73 m²,
"2,85 tỷ","- 45,75 triệu/m²","45,75 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Nam,,,,,
"1,95 tỷ","Đường Vĩnh Hội, Phường 3, Quận 4, Tp Hồ Chí Minh","44,20 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,44 m²,
"3,39 tỷ","Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","39,82 triệu/m²",3 phòng,2 phòng,Đông Nam,Đã bàn giao,Đông Bắc,,,,,
"6,30 tỷ","Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","74,12 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,1,Chung cư,Nội thất đầy đủ,85 m²,
"2,50 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","43,10 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,58 m²,
"7,50 tỷ",Đường Nguyễn Hữu Cảnh,"63,56 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,,Căn góc
"2,15 tỷ","Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","34,13 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,63 m²,
5 tỷ,"- 44,25 triệu/m²","44,25 triệu/m²",3 phòng,2 phòng,Tây,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,,,
"2,10 tỷ","Nguyễn Cửu Phú, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","22,58 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,93 m²,
"2,45 tỷ","D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","36,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,67 m²,
"2,20 tỷ","Đường Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","51,16 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,43 m²,
"2,10 tỷ","Nguyễn Cửu Phú, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","22,58 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,93 m²,
"2,45 tỷ","D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","36,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,67 m²,
"2,20 tỷ","Đường Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","51,16 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,43 m²,
"6,90 tỷ","214, Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","65,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,105 m²,
"2,30 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","69,70 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,33 m²,
"2,50 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","45,45 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"2,30 tỷ","Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","34,50 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,66.67 m²,
"4,10 tỷ","- 66,13 triệu/m²","66,13 triệu/m²",2 phòng,2 phòng,Đông Bắc,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,,,
"4,95 tỷ","- 56,25 triệu/m²","56,25 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"4,30 tỷ","7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","54,78 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,Căn góc
"8,30 tỷ","Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",110 triệu/m²,2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75.45 m²,
"1,95 tỷ","15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",26 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,Căn góc
"2,25 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","38,79 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,58 m²,
"1,35 tỷ","Đường Cách Mạng Tháng Tám, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",30 triệu/m²,1 phòng,1 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,45 m²,
"7,80 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","88,64 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,,Căn góc
"15,50 tỷ","Đường Số 6, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","23,59 triệu/m²",nhiều hơn 10 phòng,,,Chưa bàn giao,,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,657 m²,
"4,27 tỷ","- 58,49 triệu/m²","58,49 triệu/m²",2 phòng,2 phòng,Nam,Đã bàn giao,Bắc,,Chung cư,,,
"4,60 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","68,66 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,,
"6,35 tỷ","số 8, Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","61,65 triệu/m²",3 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,103 m²,
"2,75 tỷ","Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","49,11 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,56 m²,
"2,80 tỷ","Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",50 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,56 m²,
"2,35 tỷ","Nguyễn oanh , Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","36,15 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,65 m²,Căn góc
"3,85 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","59,23 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,65 m²,
"2,95 tỷ","Số 29, Hòa Hảo, Phường 2, Quận 10, Tp Hồ Chí Minh","39,85 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,,
"1,40 tỷ","Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","37,54 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,37.27 m²,
25 tỷ,"Nguyễn Đình , Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","223,21 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,,
"6,10 tỷ","119, Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","61,60 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Chung cư,,,
8 tỷ,"- 28,57 triệu/m²","28,57 triệu/m²",4 phòng,4 phòng,Bắc,Đã bàn giao,Nam,,,,,
"3,30 tỷ",- 44 triệu/m²,44 triệu/m²,2 phòng,2 phòng,Tây Bắc,Đã bàn giao,,,Chung cư,,,
"1,70 tỷ","Số 181, Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh","48,57 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Chung cư,,35 m²,
"5,92 tỷ","130-132, Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","69,65 triệu/m²",3 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,85 m²,
"1,85 tỷ","Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","31,90 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,58 m²,
"1,48 tỷ","Nguyễn Cửu Phú, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","26,91 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất đầy đủ,,Căn góc
"2,95 tỷ",Nguyễn Xiển,"42,75 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,69 m²,
"1,90 tỷ","Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","32,76 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,58 m²,
"1,65 tỷ","Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","23,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
"2,60 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","49,06 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,
"1,70 tỷ","Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","24,29 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
"1,15 tỷ","Đường Xa lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","30,26 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,38 m²,
"1,17 tỷ","Đường Xa lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","31,49 triệu/m²",1 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,37 m²,
"1,53 tỷ","Đường Xa lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","30,60 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,50 m²,
350 triệu,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","10,94 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",,32 m²,
"19,60 tỷ",Tôn Đức Thắng,"163,33 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,120 m²,
"3,90 tỷ","Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",52 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,
"1,70 tỷ","Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",34 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,50 m²,
"2,30 tỷ","15B, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","47,92 triệu/m²",nhiều hơn 10 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,48 m²,
"3,45 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","43,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,79 m²,Căn góc
13 tỷ,"608, Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh","112,07 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
"2,08 tỷ","Đường Nguyễn Thị Nhỏ, Phường 16, Quận 11, Tp Hồ Chí Minh","39,25 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,,
"6,85 tỷ","Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","67,82 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,101 m²,
"1,60 tỷ","403 tầng 5 lô a4, Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","66,67 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,24 m²,
"1,72 tỷ","- 33,73 triệu/m²","33,73 triệu/m²",2 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"6,90 tỷ","Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","68,32 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,101 m²,
"2,87 tỷ","Đường Lê Văn Duyệt, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","51,25 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,"Tập thể, cư xá",Nội thất đầy đủ,56 m²,
"3,90 tỷ","Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","45,88 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,85 m²,
50 tỷ,"- 93,74 triệu/m²","93,74 triệu/m²",6 phòng,Nhiều hơn 6 phòng,Nam,Chưa bàn giao,Nam,,"Căn hộ dịch vụ, mini",,,
"2,30 tỷ","Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","43,40 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,
"6,80 tỷ","01, RODEO, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",80 triệu/m²,2 phòng,2 phòng,,Chưa bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,,
"7,50 tỷ",Nguyễn Hữu Cảnh,"83,33 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,90 m²,
"3,70 tỷ","Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","49,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,
"2,13 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","46,37 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,46 m²,
"1,40 tỷ","Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",28 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,50 m²,
"2,50 tỷ","Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","34,25 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
"6,20 tỷ","Đường số 10, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","51,67 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,120 m²,
"3,34 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","48,41 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,Nam,Hợp đồng mua bán,Chung cư,,,
"2,07 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","35,08 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,59 m²,
"3,70 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","46,25 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,80 m²,
"2,10 tỷ","- 39,62 triệu/m²","39,62 triệu/m²",1 phòng,1 phòng,Bắc,Chưa bàn giao,Nam,,Chung cư,,,
"3,25 tỷ","Đường Nguyễn Xiển – Long Phước, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","47,10 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,69 m²,
"3,38 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",45 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Bàn giao thô,75 m²,
"12,50 tỷ","182, Đường Lê Thánh Tôn, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh","195,31 triệu/m²",2 phòng,1 phòng,,Chưa bàn giao,,Sổ hồng riêng,"Tập thể, cư xá",,64 m²,
"7,20 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","84,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,85 m²,
