price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
"2,55 tỷ","- 43,22 triệu/m²","43,22 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"4,40 tỷ","KĐT Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","53,46 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,82.3 m²,
1 tỷ,"- 18,18 triệu/m²","18,18 triệu/m²",2 phòng,2 phòng,Nam,Đã bàn giao,Bắc,Sổ hồng riêng,Chung cư,,,
"2,32 tỷ","15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","32,68 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,71 m²,
"2,70 tỷ",Cập nhật 10 giờ trước,"38,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,,Chung cư,,70 m²,
"2,10 tỷ",Cập nhật 10 giờ trước,"35,59 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông Nam,,Chung cư,,59 m²,
"3,10 tỷ",Cập nhật 10 giờ trước,"36,47 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông,,Chung cư,Nội thất cao cấp,85 m²,
"2,05 tỷ",Cập nhật 10 giờ trước,"34,17 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông,,Chung cư,,60 m²,
"1,93 tỷ","- 31,13 triệu/m²","31,13 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,,Chung cư,,,
"1,95 tỷ","70, Lữ Gia, Phường 15, Quận 11, Tp Hồ Chí Minh","27,86 triệu/m²",2 phòng,,,Đã bàn giao,,Đang chờ sổ,Chung cư,,70 m²,
"2,30 tỷ","Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","29,49 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,78 m²,
"1,90 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","48,72 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Officetel,,39 m²,
"9,70 tỷ",Nguyễn Hữu Cảnh,"86,61 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,112 m²,
"2,50 tỷ","- 42,74 triệu/m²","42,74 triệu/m²",2 phòng,2 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,,,,,
"2,20 tỷ","- 25,88 triệu/m²","25,88 triệu/m²",3 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Bắc,,,,,
"3,40 tỷ",Số 504 đường Nguyễn Tất Thành,"42,50 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,1,Chung cư,Nội thất đầy đủ,80 m²,
"2,55 tỷ",Võ Văn Kiệt,"45,54 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,Căn góc
"2,43 tỷ","- 73,64 triệu/m²","73,64 triệu/m²",2 phòng,2 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,Sổ hồng riêng,Chung cư,,,
"2,43 tỷ","- 73,64 triệu/m²","73,64 triệu/m²",2 phòng,2 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,Sổ hồng riêng,Chung cư,,,
"1,35 tỷ",- 45 triệu/m²,45 triệu/m²,1 phòng,1 phòng,Đông Nam,Đã bàn giao,Đông Nam,,,,,
"3,85 tỷ","Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","30,31 triệu/m²",3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,127 m²,Căn góc
"3,30 tỷ","Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","51,56 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,64 m²,
"3,40 tỷ","Số 1472, Số 1472 Số 1742 Đại Lộ Võ Văn Kiệt, Phường 3, Quận 6, Thành phố Hồ Chí Minh, Phường 3, Quận 6, Tp Hồ Chí Minh","39,08 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,,87 m²,
"5,98 tỷ",Đường Trần Xuân Soạn,"24,21 triệu/m²",5 phòng,6 phòng,,Đã bàn giao,,Sổ hồng riêng,Penthouse,Nội thất cao cấp,,
"1,60 tỷ","Quận Tân Phú, Tp Hồ Chí Minh","34,78 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,Đông,Đang chờ sổ,Chung cư,,46 m²,
"2,40 tỷ","- 51,61 triệu/m²","51,61 triệu/m²",1 phòng,1 phòng,Tây Bắc,Chưa bàn giao,Đông Nam,,,,,
"3,90 tỷ","Đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",50 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,78 m²,
"2,12 tỷ","Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","25,54 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,83 m²,
"4,40 tỷ","Đường Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","64,23 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,68.5 m²,
"2,29 tỷ","- 44,90 triệu/m²","44,90 triệu/m²",1 phòng,1 phòng,Đông Nam,Chưa bàn giao,,,Chung cư,,,
"2,60 tỷ","- 44,07 triệu/m²","44,07 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,,,Chung cư,,,
"1,55 tỷ","Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",31 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,50 m²,
"4,08 tỷ","N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","41,63 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Duplex,Nội thất đầy đủ,98 m²,
"3,20 tỷ","528, Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","45,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,70 m²,
7 tỷ,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","84,34 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,83 m²,
"5,20 tỷ","N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","40,94 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Hợp đồng mua bán,Duplex,Nội thất đầy đủ,127 m²,
"3,75 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","52,82 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,71 m²,
"2,15 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","35,83 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,,
"3,20 tỷ","528, Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","45,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,70 m²,
7 tỷ,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","84,34 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,83 m²,
"5,20 tỷ","N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","40,94 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Hợp đồng mua bán,Duplex,Nội thất đầy đủ,127 m²,
"3,75 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","52,82 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,71 m²,
"2,15 tỷ","Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","26,54 triệu/m²",2 phòng,,,Đã bàn giao,,Đang chờ sổ,Chung cư,,81 m²,
"5,20 tỷ","Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","53,61 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,Căn góc
"3,40 tỷ","Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","43,59 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,78 m²,
"11,60 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","107,41 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,,
"3,14 tỷ","528, Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","44,86 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,70 m²,
"2,50 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","45,45 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,
"1,55 tỷ","Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","27,19 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,57 m²,
7 tỷ,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","69,31 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,
"8,45 tỷ",Tô Hiến Thành,"82,04 triệu/m²",3 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,103 m²,
"2,28 tỷ","22/14, Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","36,19 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,63 m²,
"1,60 tỷ","Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","31,90 triệu/m²",2 phòng,1 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,50 m²,
"4,70 tỷ","- 81,03 triệu/m²","81,03 triệu/m²",1 phòng,1 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,,,
"7,50 tỷ","- 73,53 triệu/m²","73,53 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"2,19 tỷ","99, Bến Bình Đông, Phường 11, Quận 8, Tp Hồ Chí Minh","42,12 triệu/m²",2 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,52 m²,
"1,78 tỷ","- 25,80 triệu/m²","25,80 triệu/m²",2 phòng,2 phòng,Nam,Chưa bàn giao,Bắc,,,,,
"1,35 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",45 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,30 m²,
"2,80 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","42,42 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông,Đang chờ sổ,Chung cư,,,Căn góc
"2,10 tỷ","số 1A, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","36,84 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất đầy đủ,57 m²,
"17,50 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","112,90 triệu/m²",4 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,155 m²,
"1,42 tỷ","- 28,40 triệu/m²","28,40 triệu/m²",2 phòng,1 phòng,Nam,Đã bàn giao,Bắc,Sổ hồng riêng,Chung cư,,,
"2,85 tỷ","265-197, Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","50,89 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,56 m²,
"2,20 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","41,51 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,
"3,55 tỷ","- 47,33 triệu/m²","47,33 triệu/m²",2 phòng,,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"2,10 tỷ","Tam Bình, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","44,68 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,,
"2,33 tỷ","341/13A, Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","46,60 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,50 m²,
"6,60 tỷ","- 56,65 triệu/m²","56,65 triệu/m²",3 phòng,3 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,,
"1,39 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","46,33 triệu/m²",1 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,30 m²,
2 tỷ,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","31,75 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,,
"3,23 tỷ","Số 383, Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","32,30 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,Tây,Hợp đồng mua bán,Duplex,Hoàn thiện cơ bản,,
7 tỷ,"Số 628, Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","69,31 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,101 m²,
"11,80 tỷ","- 109,26 triệu/m²","109,26 triệu/m²",3 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,,Chung cư,,,
"3,25 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","44,52 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,73 m²,
"4,50 tỷ","346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","56,25 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
620 triệu,"45/11, Phạm Thị Tôm, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","13,78 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",,45 m²,
"5,02 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","48,27 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,,Căn góc
"2,45 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",49 triệu/m²,2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Officetel,Hoàn thiện cơ bản,50 m²,
620 triệu,"45/11, Phạm Thị Tôm, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","13,78 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",,45 m²,
"5,02 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","48,27 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,,Căn góc
"2,45 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",49 triệu/m²,2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Officetel,Hoàn thiện cơ bản,50 m²,
"1,95 tỷ","- 52,70 triệu/m²","52,70 triệu/m²",1 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"1,90 tỷ","Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","29,23 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,65 m²,
3 tỷ,"- 34,48 triệu/m²","34,48 triệu/m²",3 phòng,2 phòng,Tây,Đã bàn giao,Đông Nam,,,,,
"2,39 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","51,96 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,46 m²,
"1,90 tỷ","119 Đường Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","29,69 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất đầy đủ,64 m²,
"5,80 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","61,05 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,1,Chung cư,Nội thất đầy đủ,,Căn góc
"7,90 tỷ","Đường Nguyễn Hữu Cảnh, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","28,21 triệu/m²",7 phòng,,,Đã bàn giao,,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,280 m²,
"1,70 tỷ","- 21,25 triệu/m²","21,25 triệu/m²",2 phòng,,Tây,Đã bàn giao,Tây Nam,,Chung cư,,,
"1,48 tỷ","- 29,60 triệu/m²","29,60 triệu/m²",1 phòng,1 phòng,Bắc,Đã bàn giao,Nam,,,,,
711 triệu,"Võ Chí Công, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","26,33 triệu/m²",1 phòng,,,Chưa bàn giao,,Đang chờ sổ,Chung cư,,27 m²,
"2,22 tỷ","- 48,15 triệu/m²","48,15 triệu/m²",1 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,,Chung cư,,,
"2,50 tỷ","An Phú, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","72,05 triệu/m²",1 phòng,,,Đã bàn giao,,Sổ hồng riêng,Officetel,Nội thất đầy đủ,34.7 m²,
"3,20 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","47,06 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,68 m²,
"2,53 tỷ","15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","29,76 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,85 m²,
"1,60 tỷ","Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","53,33 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Officetel,,30 m²,
"3,64 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","55,15 triệu/m²",2 phòng,,,Đã bàn giao,,1,Chung cư,Nội thất cao cấp,66 m²,
"3,68 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","51,83 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,71 m²,
"3,64 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","55,15 triệu/m²",2 phòng,,,Đã bàn giao,,1,Chung cư,Nội thất cao cấp,66 m²,
"3,68 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","51,83 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,71 m²,
"3,35 tỷ","- 45,27 triệu/m²","45,27 triệu/m²",2 phòng,,Tây Bắc,Đã bàn giao,Đông Nam,,Chung cư,,,
"2,89 tỷ","Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","48,98 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Tây Bắc,,Chung cư,,,
16 tỷ,"- 54,35 triệu/m²","54,35 triệu/m²",5 phòng,4 phòng,Đông,Đã bàn giao,Đông,Sổ hồng riêng,Duplex,,,
"3,20 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","42,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,
"1,75 tỷ","- 27,34 triệu/m²","27,34 triệu/m²",2 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Bắc,,Chung cư,,,
"2,55 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,06 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,67 m²,
"3,63 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","45,38 triệu/m²",2 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
"3,20 tỷ","Đường 2, Phường 15, Quận Gò Vấp, Thành phố Hồ Chí Minh, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","34,41 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,93 m²,
"5,19 tỷ","- 59,60 triệu/m²","59,60 triệu/m²",3 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Bắc,,,,,
"1,55 tỷ",- 31 triệu/m²,31 triệu/m²,1 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,,,,,
"5,10 tỷ","346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","63,75 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,80 m²,
"4,30 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","57,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,75 m²,
"7,45 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","93,13 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,80 m²,
"4,60 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","65,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông Nam,Đang chờ sổ,Chung cư,,,
"2,80 tỷ","Đường Tạ Quang Bửu, Phường 4, Quận 8, Tp Hồ Chí Minh","37,84 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,,
"7,70 tỷ",Cập nhật 12 giờ trước,"57,89 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,,Chung cư,,133 m²,Căn góc
"2,50 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","48,08 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,52 m²,
3 tỷ,"- 58,82 triệu/m²","58,82 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
3 tỷ,"- 58,82 triệu/m²","58,82 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"1,05 tỷ","Đường Đỗ Xuân Hợp, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","26,13 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất cao cấp,40 m²,
"2,20 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","51,16 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,43 m²,
"1,85 tỷ","Số 181, Số 181 Số 181 Đường Cao Thắng, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Phường 12, Quận 10, Tp Hồ Chí Minh","46,25 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,40 m²,
"1,78 tỷ","15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","37,08 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,48 m²,
"3,40 tỷ","Số 504, Nguyễn Tất Thành, Phường 18, Quận 4, Tp Hồ Chí Minh","42,50 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
"3,50 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","53,85 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,65 m²,
"2,30 tỷ","147/A12, Đường Ðề Thám, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh","44,23 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,,
