price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
"2,83 tỷ","Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","282,50 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,10 m²,
"2,15 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","215,50 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,10 m²,
"1,42 tỷ","số 1A, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","17,47 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,81 m²,
"1,36 tỷ","Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","45,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,30 m²,
"1,47 tỷ","Đường số 20, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",49 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,30 m²,
"1,51 tỷ","Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","50,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,30 m²,
"2,20 tỷ","Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","30,14 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
"2,29 tỷ","- 44,90 triệu/m²","44,90 triệu/m²",1 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,,
"1,64 tỷ","Đường Lữ Gia, Phường 15, Quận 11, Tp Hồ Chí Minh","23,43 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
"1,52 tỷ","Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",38 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,40 m²,
"3,30 tỷ","- 54,47 triệu/m²","54,47 triệu/m²",2 phòng,1 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,,,
"5,30 tỷ","370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","36,55 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Duplex,Hoàn thiện cơ bản,145 m²,
"2,59 tỷ","37, Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","33,21 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,78 m²,
4 tỷ,"Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","45,45 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,Tây Nam,Sổ hồng riêng,Chung cư,,88 m²,
"1,58 tỷ","Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","26,33 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Đang chờ sổ,Chung cư,Hoàn thiện cơ bản,,
"5,40 tỷ","334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","73,97 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,73 m²,
"6,50 tỷ",346 Đường Bến Vân Đồn,"55,56 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,117 m²,
"3,20 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","42,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,
3 tỷ,"Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","42,86 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
"2,50 tỷ","370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","40,32 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,62 m²,
"2,60 tỷ","370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","38,24 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,68 m²,
"2,68 tỷ","Đường Trần Kế Xương, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","36,71 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,,
"1,90 tỷ","Đường Bình Chiểu, Phường Bình Chiểu, Quận Thủ Đức, TP Hồ Chí Minh, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","30,16 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,63 m²,
"2,50 tỷ","Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","47,17 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,
"2,20 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","30,14 triệu/m²",2 phòng,,,Đã bàn giao,,Đang chờ sổ,Chung cư,,73 m²,Căn góc
"1,15 tỷ","- 28,75 triệu/m²","28,75 triệu/m²",1 phòng,1 phòng,Nam,Chưa bàn giao,Bắc,Đang chờ sổ,Chung cư,,,
"2,52 tỷ","Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","25,71 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,98 m²,
"2,40 tỷ","Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","27,27 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,
"2,65 tỷ","33, Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","33,13 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
13 tỷ,"A28-29 Duplex , Lý thường kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh","78,96 triệu/m²",3 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Duplex,,164.65 m²,Căn góc
"4,20 tỷ","Số 383, Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",35 triệu/m²,3 phòng,3 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,120 m²,
"5,50 tỷ","66, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","62,50 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,88 m²,
"4,10 tỷ","119, Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","59,42 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất đầy đủ,69 m²,
"2,05 tỷ","Khu dân cư 13C, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","21,35 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,96 m²,
"3,40 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","48,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,70 m²,
"3,60 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","52,17 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,69 m²,
"5,20 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",65 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
"2,12 tỷ","Đường Gò Dưa, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","30,72 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,69 m²,
"2,35 tỷ","Đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","41,23 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,57 m²,
"4,80 tỷ","- 68,18 triệu/m²","68,18 triệu/m²",2 phòng,2 phòng,Bắc,Đã bàn giao,Nam,,,,,
5 tỷ,"15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","15,63 triệu/m²",4 phòng,5 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,320 m²,
"4,90 tỷ","15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","15,31 triệu/m²",4 phòng,5 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,,
"5,60 tỷ","Khu đô thị Cityland Park Hills - Số 18, Khu đô thị Cityland Park Hills - Số 18 Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","48,70 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,115 m²,
"1,25 tỷ","- 35,71 triệu/m²","35,71 triệu/m²",1 phòng,1 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Hợp đồng mua bán,Officetel,,,
"2,15 tỷ","- 30,71 triệu/m²","30,71 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,,Chung cư,,,
"1,72 tỷ","- 33,08 triệu/m²","33,08 triệu/m²",2 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,,Chung cư,,,
"2,20 tỷ","- 31,43 triệu/m²","31,43 triệu/m²",2 phòng,2 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,,,
"1,30 tỷ","- 37,14 triệu/m²","37,14 triệu/m²",1 phòng,,Đông Nam,Đã bàn giao,Tây Bắc,Đang chờ sổ,Officetel,,,
"1,25 tỷ","- 35,71 triệu/m²","35,71 triệu/m²",1 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,,Officetel,,,
1 tỷ,"- 26,32 triệu/m²","26,32 triệu/m²",1 phòng,1 phòng,Đông Bắc,Chưa bàn giao,Tây Nam,Hợp đồng mua bán,Officetel,,,
2 tỷ,"- 35,71 triệu/m²","35,71 triệu/m²",1 phòng,1 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,,,
"2,15 tỷ","- 30,71 triệu/m²","30,71 triệu/m²",2 phòng,2 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,,,
"1,67 tỷ","- 32,75 triệu/m²","32,75 triệu/m²",1 phòng,1 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,,,
2 tỷ,"Nguyễn Hoàng, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","37,04 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,54 m²,
"2,92 tỷ",Số 4 Đường Đào Trí,40 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
"1,61 tỷ","- 29,24 triệu/m²","29,24 triệu/m²",2 phòng,1 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,,,,,
"1,61 tỷ","- 29,24 triệu/m²","29,24 triệu/m²",2 phòng,1 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,,,,,
"2,45 tỷ","1, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","54,44 triệu/m²",1 phòng,,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,45 m²,
"1,90 tỷ",Đường Xa lộ Hà Nội,"27,94 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"2,80 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","41,18 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"2,70 tỷ",Số 4 Đường Đào Trí,"39,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"2,90 tỷ","Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","42,65 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"2,20 tỷ","Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","41,51 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,
"3,50 tỷ","Số 46/11, Số 46/11 Số 46/11 Nguyễn Cửu Vân, phường 17, quận Bình Thạnh, Tp.HCM, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh","54,69 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Tây Nam,Sổ hồng riêng,Chung cư,,64 m²,
"5,60 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",50 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,112 m²,
"5,40 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","62,07 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,87 m²,
7 tỷ,"Số 2225, Số 2225 Đường Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","46,36 triệu/m²",2 phòng,3 phòng,,Chưa bàn giao,,Đang chờ sổ,Chung cư,,,
"3,30 tỷ","Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","40,24 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,82 m²,
3 tỷ,"Tăng Nhơn Phú, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","34,48 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,87 m²,
"2,80 tỷ","Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",50 triệu/m²,2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,56 m²,
"3,60 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","52,94 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"2,90 tỷ","Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","48,33 triệu/m²",2 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,60 m²,
"2,25 tỷ",Số 4 Đường Đào Trí,"42,45 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,
"1,83 tỷ","- 58,51 triệu/m²","58,51 triệu/m²",1 phòng,1 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,,,
"16,80 tỷ","Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","115,86 triệu/m²",4 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,145 m²,
"10,80 tỷ","Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","78,26 triệu/m²",4 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,138 m²,
"10,80 tỷ","Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","78,26 triệu/m²",4 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,138 m²,
"1,98 tỷ","- 28,29 triệu/m²","28,29 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,,
19 tỷ,"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","113,10 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Duplex,Nội thất đầy đủ,168 m²,
"1,85 tỷ","Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","34,91 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,
"25,50 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","141,67 triệu/m²",4 phòng,4 phòng,,Đã bàn giao,,Sổ hồng riêng,Penthouse,Nội thất cao cấp,,
"2,88 tỷ","Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","42,35 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"2,40 tỷ","Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","26,67 triệu/m²",3 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,90 m²,Căn góc
"2,60 tỷ","Đồng Văn Cống, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","30,59 triệu/m²",3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,85 m²,
"2,30 tỷ","Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","37,70 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,61 m²,Căn góc
"2,25 tỷ","Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","42,45 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,
"2,70 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","39,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"1,85 tỷ","16, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","51,39 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Officetel,Nội thất cao cấp,36 m²,
"2,60 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","38,24 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"4,95 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","47,60 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,104 m²,
"1,27 tỷ","Đường Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh","31,75 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,40 m²,
"1,25 tỷ","Đường Kênh Tân Hóa, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","34,72 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,36 m²,
"2,90 tỷ","Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","45,31 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,64 m²,
"1,75 tỷ","Đồng Văn Cống, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","29,17 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,60 m²,
"2,35 tỷ","Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","33,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,70 m²,
"2,07 tỷ",Đường Nguyễn Thị Định,"35,08 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,59 m²,0
"2,07 tỷ",Đường Nguyễn Thị Định,"35,08 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,59 m²,0
"1,38 tỷ","Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","43,19 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,32 m²,
"2,55 tỷ","Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","35,66 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,
690 triệu,"68, 68 Đường Hương Lộ 80, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","17,25 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,40 m²,
"1,40 tỷ","Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TP Hồ Chí Minh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",50 triệu/m²,1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,,
"1,40 tỷ",Nguyễn Văn Linh,50 triệu/m²,1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Officetel,Hoàn thiện cơ bản,28 m²,
"2,80 tỷ","Hem 51, Đường Lê Quang Sung, Phường 2, Quận 6, Tp Hồ Chí Minh","31,12 triệu/m²",8 phòng,6 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Bàn giao thô,89.96 m²,
"1,31 tỷ","số 1A, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","19,48 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,67 m²,
"3,30 tỷ","N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","51,72 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,63.8 m²,
"1,45 tỷ","Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh","72,50 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,20 m²,
"2,50 tỷ","Đường Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","28,09 triệu/m²",3 phòng,,,Đã bàn giao,,Đang chờ sổ,Chung cư,,89 m²,Căn góc
"1,37 tỷ","Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","45,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,30 m²,
"2,10 tỷ","Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","34,43 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,61 m²,
"1,90 tỷ","Đào Trinh Nhất, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","35,19 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,54 m²,
"11,10 tỷ","Số 90, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","127,59 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,87 m²,
"8,20 tỷ","Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","83,67 triệu/m²",3 phòng,,,Đã bàn giao,Bắc,Sổ hồng riêng,Chung cư,,98 m²,
13 tỷ,"Khu M5, Tân Phú, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","94,20 triệu/m²",3 phòng,3 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,138 m²,
"1,32 tỷ","Đường Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","28,09 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,47 m²,
"11,50 tỷ","Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","80,42 triệu/m²",3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,143 m²,
"7,80 tỷ","Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",78 triệu/m²,3 phòng,,,Đã bàn giao,Tây Bắc,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,100 m²,
"7,60 tỷ","Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","82,61 triệu/m²",3 phòng,,,Đã bàn giao,Tây Bắc,Sổ hồng riêng,Chung cư,,92 m²,
"4,56 tỷ","Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","66,01 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,69 m²,
"13,50 tỷ","Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",75 triệu/m²,4 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Duplex,Nội thất đầy đủ,180 m²,
