DistrictId,WardId,StreetId,Size,Type,FurnishingSell,Urgent,Price
15,192,1857,200.0,Mặt bằng kinh doanh,,0,450000000.0
9,109,986,64.0,Mặt bằng kinh doanh,,0,550000000.0
8,86,780,123.0,Mặt bằng kinh doanh,,0,420000000.0
19,246,2406,120.0,Mặt bằng kinh doanh,,0,250000000.0
18,229,2177,84.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,75000000.0
12,153,1347,400.0,Mặt bằng kinh doanh,,1,27000000000.0
8,89,832,156.0,Shophouse,,0,7900000000.0
7,80,808,135.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,35000000000.0
1,10,110,35.0,Mặt bằng kinh doanh,,0,15500000000.0
7,79,678,181.0,Mặt bằng kinh doanh,,0,37200000000.0
16,211,2013,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,160000000.0
14,169,1625,250.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,700000000.0
18,238,2262,70.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,220000000.0
15,192,1853,100.0,Mặt bằng kinh doanh,,0,200000000.0
18,235,2219,106.0,Shophouse,,1,7500000000.0
2,15,172,300.0,Mặt bằng kinh doanh,,0,26900000000.0
9,107,944,64.0,Shophouse,,0,3900000000.0
9,106,938,200.0,Văn phòng,Hoàn thiện cơ bản,0,35000000000.0
1,1,12,48.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,23800000000.0
14,170,1626,92.0,Mặt bằng kinh doanh,,1,9880000.0
9,105,928,168.0,Mặt bằng kinh doanh,,0,25000000000.0
16,201,1930,45.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,6450000000.0
14,168,1578,96.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,1,12500000000.0
20,251,2484,200.0,Shophouse,,0,8199999999.999999
14,172,1672,200.0,Mặt bằng kinh doanh,,0,19900000000.0
15,178,1770,56.0,Shophouse,,1,6200000000.0
15,183,1799,72.0,Mặt bằng kinh doanh,,0,12800000000.0
16,200,1914,144.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,14000000000.0
15,182,1795,53.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,3200000000.0
15,187,1824,30.0,Mặt bằng kinh doanh,,0,400000000.0
9,107,949,80.0,Mặt bằng kinh doanh,,0,100000000.0
9,110,988,50.0,Mặt bằng kinh doanh,,0,140000000.0
19,240,2304,78.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,280000000.0
7,78,671,267.0,Shophouse,Hoàn thiện cơ bản,1,20000000000.0
18,238,2269,100.0,Shophouse,,0,6000000.0
19,246,2405,100.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,7800000000.0
15,193,1864,60.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,98000000.0
10,126,1123,63.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,18000000000.0
16,206,1970,77.0,Mặt bằng kinh doanh,,0,4400000000.0
3,20,300,105.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,55000000.0
2,14,156,60.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,115000000.0
8,89,832,156.0,Shophouse,,0,7000000000.0
15,194,1869,10.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,60000000.0
16,205,1964,72.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,120000000.0
10,120,1063,35.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,8000000.0
9,107,949,30.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,9500000.0
16,205,1967,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,450000000.0
17,222,2106,10.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,7500000.0
14,170,1649,200.0,Mặt bằng kinh doanh,,0,140000000.0
16,201,1930,100.0,Mặt bằng kinh doanh,,0,28000000000.0
18,239,2291,70.0,Shophouse,,1,5900000000.0
18,229,2172,11.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,9000000.0
12,146,1260,55.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,12100000000.0
18,238,2259,270.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,650000000.0
12,146,1259,104.0,Mặt bằng kinh doanh,,0,13800000000.0
7,80,812,180.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,1,30000000.0
9,104,922,36.0,Văn phòng,,0,90000000.0
10,125,1108,10.0,Mặt bằng kinh doanh,,0,10000000.0
2,13,121,181.9,Shophouse,,0,32000000000.0
15,187,1826,32.0,Shophouse,Nội thất đầy đủ,0,50000000.0
18,227,2140,133.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,34000000000.0
13,156,1412,200.0,Mặt bằng kinh doanh,,0,110000000.0
18,227,2140,57.5,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,16000000000.0
19,250,2482,54.0,Mặt bằng kinh doanh,,1,8800000000.0
14,174,1727,40.0,Mặt bằng kinh doanh,,0,17000000.0
12,152,1321,190.0,Mặt bằng kinh doanh,,0,8000000000.0
17,213,2033,69.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,19500000000.0
23,296,2662,400.0,Mặt bằng kinh doanh,Bàn giao thô,0,17000000.0
24,312,2758,220.0,Văn phòng,,0,50000000.0
12,151,1320,400.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,19000000000.0
18,231,2189,22.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,48000000.0
16,204,1955,57.3,Mặt bằng kinh doanh,Nội thất cao cấp,0,16000000000.0
8,87,800,80.0,Mặt bằng kinh doanh,,0,17000000.0
1,1,9,35.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,120000000.0
3,25,285,10.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,2300000000.0
3,20,294,20.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,100000000.0
19,246,2401,75.0,Mặt bằng kinh doanh,,0,82000000.0
19,245,2370,200.0,Mặt bằng kinh doanh,,0,390000000.0
13,158,1436,30.0,Mặt bằng kinh doanh,,0,80000000.0
19,243,2350,20.0,Mặt bằng kinh doanh,Bàn giao thô,0,2000000.0
2,14,159,17.5,Mặt bằng kinh doanh,Nội thất đầy đủ,0,150000000.0
19,250,2481,72.0,Mặt bằng kinh doanh,,0,119000000.0
14,173,1683,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,310000000.0
12,153,1349,120.0,Shophouse,Hoàn thiện cơ bản,1,7900000000.0
20,265,2560,40.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,120000000.0
2,18,217,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,190000000.0
8,91,843,40.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,22000000.0
16,203,1949,155.0,Mặt bằng kinh doanh,,1,18500000000.0
19,246,2382,60.0,Mặt bằng kinh doanh,,0,70000000.0
16,205,1964,250.0,Mặt bằng kinh doanh,,0,220000000.0
14,173,1717,240.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,2700000000.0
19,246,2390,90.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,3800000.0
16,197,1889,300.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,600000000.0
16,201,1930,100.0,Mặt bằng kinh doanh,Nội thất đầy đủ,1,160000000.0
18,237,2249,10.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,40000000.0
9,110,988,20.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,1000000.0
7,80,813,25.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,10000000.0
14,170,1647,48.0,Mặt bằng kinh doanh,,0,7000000.0
12,148,1280,119.5,Mặt bằng kinh doanh,,0,9500000000.0
19,248,2434,38.5,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,11000000000.0
12,143,1227,169.0,Mặt bằng kinh doanh,,0,90000000.0
7,76,615,100.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,250000000.0
18,239,2291,100.0,Shophouse,,1,9500000000.0
7,79,680,92.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,13500000000.0
14,173,1692,20.0,Mặt bằng kinh doanh,,0,170000000.0
7,82,735,61.3,Officetel,Nội thất đầy đủ,0,40000000.0
16,202,1943,48.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,80000000.0
14,168,1585,270.0,Mặt bằng kinh doanh,,0,450000000.0
18,235,2223,15.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,200000000.0
9,102,902,97.9,Shophouse,Bàn giao thô,0,11748000000.0
10,125,1106,44.0,Mặt bằng kinh doanh,,0,18000000000.0
8,87,802,20.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,0,20000000.0
2,18,217,114.0,Mặt bằng kinh doanh,,0,350000000.0
10,125,1109,130.0,Officetel,,0,32299999999.999996
19,246,2386,200.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,2000000000.0
5,45,386,52.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,180000000.0
16,197,1889,120.0,Mặt bằng kinh doanh,Nội thất đầy đủ,0,80000000.0
16,204,1954,100.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,110000000.0
1,1,12,30.0,Mặt bằng kinh doanh,Nội thất cao cấp,0,1000000000.0
18,235,2220,15.0,Mặt bằng kinh doanh,,0,200000000.0
9,107,948,60.0,Văn phòng,,0,5000000.0
